,unit_name,num_items,tier,placement,game,total_units
4701,TFT7_Shyvana,0,2,3,79,10
4702,TFT7_Rakan,1,2,8,79,7
4703,TFT7_Seraphine,0,2,8,79,7
4704,TFT7_Jayce,1,2,8,79,7
4705,TFT7_Pantheon,0,2,8,79,7
4706,TFT7_Bard,0,1,8,79,7
4707,TFT7_AurelionSol,3,1,8,79,7
4708,TFT7_Yone,0,1,5,79,8
4709,TFT7_Lillia,0,2,5,79,8
4710,TFT7_Braum,1,2,5,79,8
4711,TFT7_Sylas,0,1,5,79,8
4712,TFT7_Diana,0,2,5,79,8
4713,TFT7_Olaf,3,2,5,79,8
4714,TFT7_Pantheon,3,1,5,79,8
4715,TFT7_Yasuo,3,1,5,79,8
4716,TFT7_Sejuani,1,2,1,79,9
4717,TFT7_Twitch,1,1,1,79,9
4718,TFT7_Rakan,2,2,1,79,9
4719,TFT7_Hecarim,1,2,1,79,9
4720,TFT7_Xayah,3,2,1,79,9
4721,TFT7_Jayce,3,2,1,79,9
4722,TFT7_Bard,0,2,1,79,9
4723,TFT7_Shyvana,3,1,1,79,9
4724,TFT7_Sett,3,3,2,79,9
4725,TFT7_Karma,0,2,2,79,9
4726,TFT7_Kaisa,3,2,2,79,9
4727,TFT7_LeeSin,3,3,2,79,9
4728,TFT7b_Volibear,2,2,2,79,9
4729,TFT7_Yasuo,3,2,2,79,9
4730,TFT7_Bard,1,1,2,79,9
4731,TFT7_AoShin,1,1,2,79,9
4732,TFT7_Zyra,1,1,6,79,8
4733,TFT7_Jax,1,2,6,79,8
4734,TFT7_Sylas,0,2,6,79,8
4735,TFT7_Olaf,0,2,6,79,8
4736,TFT7_DragonPurple,2,1,6,79,8
4737,TFT7_Pantheon,3,2,6,79,8
4738,TFT7_Yasuo,3,2,6,79,8
4739,TFT7_Taliyah,0,2,7,79,8
4740,TFT7_Lux,0,2,7,79,8
4741,TFT7_Sylas,2,2,7,79,8
4742,TFT7_NomsyMage,3,2,7,79,8
4743,TFT7_DragonPurple,2,2,7,79,8
4744,TFT7_Zoe,0,1,7,79,8
4745,TFT7b_Heimerdinger,0,2,7,79,8
4746,TFT7_Zyra,1,1,4,79,8
4747,TFT7_Sylas,3,2,4,79,8
4748,TFT7_DragonPurple,3,2,4,79,8
4749,TFT7_DragonBlue,3,2,4,79,8
4750,TFT7_Pantheon,2,2,4,79,8
4751,TFT7_Soraka,1,2,4,79,8
4752,TFT7_Sejuani,0,2,1,80,9
4753,TFT7_Twitch,1,2,1,80,9
4754,TFT7_Rakan,3,1,1,80,9
4755,TFT7_Hecarim,2,2,1,80,9
4756,TFT7_Xayah,3,2,1,80,9
4757,TFT7_Jayce,1,2,1,80,9
4758,TFT7_Bard,0,1,1,80,9
4759,TFT7_Shyvana,3,2,1,80,9
4760,TFT7_Leona,2,2,5,80,9
4761,TFT7_Sejuani,0,1,5,80,9
4762,TFT7_Yone,1,2,5,80,9
4763,TFT7_Nunu,3,3,5,80,9
4764,TFT7_Hecarim,3,2,5,80,9
4765,TFT7_DragonBlue,3,2,5,80,9
4766,TFT7_Yasuo,3,2,5,80,9
4767,TFT7_Nunu,0,3,5,80,9
4768,TFT7_Twitch,2,2,2,80,9
4769,TFT7_Rakan,2,2,2,80,9
4770,TFT7_Hecarim,3,2,2,80,9
4771,TFT7_Xayah,3,2,2,80,9
4772,TFT7_Jayce,3,2,2,80,9
4773,TFT7_Pantheon,1,2,2,80,9
4774,TFT7_Yasuo,1,2,2,80,9
4775,TFT7_Bard,0,1,2,80,9
4776,TFT7_Soraka,0,1,2,80,9
4777,TFT7_Malphite,1,2,8,80,9
4778,TFT7_Zac,0,2,8,80,9
4779,TFT7_Sylas,0,2,8,80,9
4780,TFT7_Seraphine,0,2,8,80,9
4781,TFT7_Nilah,2,1,8,80,9
4782,TFT7_AquaticDragon,3,1,8,80,9
4783,TFT7_Zoe,0,1,8,80,9
4784,TFT7_Soraka,0,1,8,80,9
4785,TFT7_Senna,1,1,6,80,8
4786,TFT7_Aphelios,2,2,6,80,8
4787,TFT7_Rell,1,1,6,80,8
4788,TFT7_Rengar,3,2,6,80,8
4789,TFT7_NomsyCannoneer,0,2,6,80,8
4790,TFT7_Hecarim,2,1,6,80,8
4791,TFT7_Graves,3,1,6,80,8
4792,TFT7b_Tristana,0,2,6,80,8
4793,TFT7_Sejuani,1,1,4,80,8
4794,TFT7_Senna,0,2,4,80,8
4795,TFT7_Aphelios,2,2,4,80,8
4796,TFT7_Rell,1,2,4,80,8
4797,TFT7_Zeri,1,2,4,80,8
4798,TFT7_Graves,3,2,4,80,8
4799,TFT7_DragonSwain,3,2,4,80,8
4800,TFT7_Hecarim,0,1,3,80,8
4801,TFT7_Graves,2,2,3,80,8
4802,TFT7_DragonEarth,3,2,3,80,8
4803,TFT7_Bard,1,2,3,80,8
4804,TFT7_AoShin,3,2,3,80,8
4805,TFT7_Soraka,3,2,3,80,8
4806,TFT7_Sett,0,2,7,80,7
4807,TFT7_Qiyana,0,2,7,80,7
4808,TFT7_Kaisa,0,1,7,80,7
4809,TFT7_Braum,0,1,7,80,7
4810,TFT7_LeeSin,3,3,7,80,7
4811,TFT7_Rakan,3,2,7,80,7
4812,TFT7b_Volibear,0,2,7,80,7
4813,TFT7_Rakan,2,1,1,81,10
4814,TFT7_DragonGold,2,2,1,81,10
4815,TFT7_DragonEarth,3,2,1,81,10
4816,TFT7_Bard,0,1,1,81,10
4817,TFT7_AoShin,3,2,1,81,10
4818,TFT7_Shyvana,3,2,1,81,10
4819,TFT7_Senna,1,1,5,81,8
4820,TFT7_Qiyana,0,2,5,81,8
4821,TFT7_Aphelios,2,2,5,81,8
4822,TFT7_Rell,1,2,5,81,8
4823,TFT7_Rengar,3,2,5,81,8
4824,TFT7_Graves,2,2,5,81,8
4825,TFT7_DragonSwain,3,2,5,81,8
4826,TFT7_Vladimir,0,3,8,81,6
4827,TFT7_Skarner,3,3,8,81,6
4828,TFT7_Nidalee,3,3,8,81,6
4829,TFT7_Lux,3,3,8,81,6
4830,TFT7_Sylas,2,2,8,81,6
4831,TFT7_Varus,0,2,8,81,6
4832,TFT7_Malphite,1,2,3,81,8
4833,TFT7_Taliyah,0,2,3,81,8
4834,TFT7_Zac,0,2,3,81,8
4835,TFT7_Sylas,3,2,3,81,8
4836,TFT7_Seraphine,3,2,3,81,8
4837,TFT7_Nilah,3,2,3,81,8
4838,TFT7_AquaticDragon,3,2,3,81,8
4839,TFT7_Sett,0,2,7,81,7
4840,TFT7_Karma,2,2,7,81,7
4841,TFT7_Kaisa,0,1,7,81,7
4842,TFT7_Nunu,3,2,7,81,7
4843,TFT7_LeeSin,1,2,7,81,7
4844,TFT7b_Volibear,0,2,7,81,7
4845,TFT7_Hecarim,1,2,7,81,7
4846,TFT7_Yone,0,2,2,81,9
4847,TFT7_Lillia,1,1,2,81,9
4848,TFT7_Sylas,0,1,2,81,9
4849,TFT7_Diana,1,2,2,81,9
4850,TFT7_Olaf,3,2,2,81,9
4851,TFT7_Pantheon,3,2,2,81,9
4852,TFT7_Zoe,0,1,2,81,9
4853,TFT7_Yasuo,1,2,2,81,9
4854,TFT7_Soraka,1,2,2,81,9
4855,TFT7_Malphite,1,1,6,81,8
4856,TFT7_Sylas,3,2,6,81,8
4857,TFT7_Nilah,2,2,6,81,8
4858,TFT7_AquaticDragon,3,2,6,81,8
4859,TFT7_Zoe,3,1,6,81,8
4860,TFT7_Bard,0,1,6,81,8
4861,TFT7_Soraka,0,1,6,81,8
4862,TFT7_Sejuani,0,2,4,81,8
4863,TFT7_Twitch,0,2,4,81,8
4864,TFT7_Rakan,1,2,4,81,8
4865,TFT7_Hecarim,2,1,4,81,8
4866,TFT7_Xayah,3,2,4,81,8
4867,TFT7_Jayce,3,2,4,81,8
4868,TFT7_Shyvana,3,2,4,81,8
4869,TFT7_Sejuani,0,2,3,82,10
4870,TFT7_Twitch,0,2,3,82,10
4871,TFT7_Rakan,1,2,3,82,10
4872,TFT7_Hecarim,1,2,3,82,10
4873,TFT7_Xayah,3,2,3,82,10
4874,TFT7_Jayce,1,2,3,82,10
4875,TFT7_Yasuo,1,1,3,82,10
4876,TFT7_Bard,0,1,3,82,10
4877,TFT7_Shyvana,3,2,3,82,10
4878,TFT7_Zyra,2,2,6,82,8
4879,TFT7_Zac,3,2,6,82,8
4880,TFT7_Sylas,3,2,6,82,8
4881,TFT7_Seraphine,0,2,6,82,8
4882,TFT7_Nilah,3,1,6,82,8
4883,TFT7_AquaticDragon,3,2,6,82,8
4884,TFT7_Zoe,1,1,6,82,8
4885,TFT7_Vladimir,0,2,4,82,9
4886,TFT7_Skarner,3,3,4,82,9
4887,TFT7_Lux,3,2,4,82,9
4888,TFT7_Lillia,0,2,4,82,9
4889,TFT7_Sylas,0,2,4,82,9
4890,TFT7_NomsyMage,1,2,4,82,9
4891,TFT7_Zoe,2,2,4,82,9
4892,TFT7_Bard,0,1,4,82,9
4893,TFT7b_Heimerdinger,0,2,4,82,9
4894,TFT7_Sejuani,1,2,7,82,8
4895,TFT7_Twitch,0,1,7,82,8
4896,TFT7_Varus,0,1,7,82,8
4897,TFT7_Rakan,0,2,7,82,8
4898,TFT7_DragonGold,3,2,7,82,8
4899,TFT7_Xayah,3,2,7,82,8
4900,TFT7_Jayce,2,1,7,82,8
4901,TFT7_Malphite,1,2,5,82,8
4902,TFT7_Zyra,1,2,5,82,8
4903,TFT7_Sylas,1,2,5,82,8
4904,TFT7_Seraphine,1,3,5,82,8
4905,TFT7_Nilah,3,2,5,82,8
4906,TFT7_AquaticDragon,3,2,5,82,8
4907,TFT7_Zoe,2,1,5,82,8
4908,TFT7_DragonGold,1,2,2,82,10
4909,TFT7_DragonEarth,3,2,2,82,10
4910,TFT7_Bard,2,2,2,82,10
4911,TFT7_AoShin,3,2,2,82,10
4912,TFT7_Shyvana,3,2,2,82,10
4913,TFT7_Soraka,0,2,2,82,10
4914,TFT7_Yone,0,2,1,82,9
4915,TFT7_Lillia,0,2,1,82,9
4916,TFT7_Braum,1,2,1,82,9
4917,TFT7_Sylas,0,2,1,82,9
4918,TFT7_Diana,3,2,1,82,9
4919,TFT7_Olaf,3,3,1,82,9
4920,TFT7_Pantheon,0,2,1,82,9
4921,TFT7_Zoe,2,1,1,82,9
4922,TFT7_Yasuo,3,2,1,82,9
4923,TFT7_Leona,0,2,8,82,8
4924,TFT7_Sejuani,0,2,8,82,8
4925,TFT7_Qiyana,0,1,8,82,8
4926,TFT7_Yone,0,1,8,82,8
4927,TFT7_Nunu,1,2,8,82,8
4928,TFT7_Hecarim,0,1,8,82,8
4929,TFT7_DragonBlue,3,1,8,82,8
4930,TFT7_Yone,1,2,3,83,8
4931,TFT7_Lillia,0,2,3,83,8
4932,TFT7_Braum,0,2,3,83,8
4933,TFT7_Sylas,2,2,3,83,8
4934,TFT7_Diana,0,3,3,83,8
4935,TFT7_Olaf,3,3,3,83,8
4936,TFT7_Pantheon,3,2,3,83,8
4937,TFT7_Yasuo,3,1,3,83,8
4938,TFT7_Sett,0,2,2,83,8
4939,TFT7_Kaisa,0,2,2,83,8
4940,TFT7_Nunu,3,3,2,83,8
4941,TFT7_LeeSin,3,2,2,83,8
4942,TFT7b_Volibear,1,2,2,83,8
4943,TFT7_Hecarim,3,2,2,83,8
4944,TFT7_Yasuo,2,1,2,83,8
4945,TFT7_Bard,0,1,2,83,8
4946,TFT7_Vladimir,1,3,8,83,8
4947,TFT7_Skarner,0,3,8,83,8
4948,TFT7_Nidalee,0,2,8,83,8
4949,TFT7_Taliyah,0,1,8,83,8
4950,TFT7_Lux,3,3,8,83,8
4951,TFT7_Lillia,0,1,8,83,8
4952,TFT7_Sylas,2,2,8,83,8
4953,TFT7_Varus,0,2,8,83,8
4954,TFT7_Twitch,2,2,5,83,9
4955,TFT7_Rakan,0,2,5,83,9
4956,TFT7_DragonGuild,1,2,5,83,9
4957,TFT7_Hecarim,0,1,5,83,9
4958,TFT7_Xayah,3,2,5,83,9
4959,TFT7_Jayce,0,1,5,83,9
4960,TFT7_Shyvana,3,2,5,83,9
4961,TFT7_Jayce,1,2,1,83,10
4962,TFT7_Yasuo,2,2,1,83,10
4963,TFT7_DragonEarth,3,2,1,83,10
4964,TFT7_AoShin,3,2,1,83,10
4965,TFT7_Shyvana,2,1,1,83,10
4966,TFT7_AurelionSol,3,2,1,83,10
4967,TFT7_Senna,1,1,4,83,9
4968,TFT7_Qiyana,0,1,4,83,9
4969,TFT7_Aphelios,3,2,4,83,9
4970,TFT7_Rell,1,2,4,83,9
4971,TFT7_Rengar,3,2,4,83,9
4972,TFT7_Graves,3,2,4,83,9
4973,TFT7_Jayce,0,2,4,83,9
4974,TFT7_DragonSwain,3,2,4,83,9
4975,TFT7_Malphite,0,2,7,83,8
4976,TFT7_Zyra,1,2,7,83,8
4977,TFT7_Lux,0,2,7,83,8
4978,TFT7_Sylas,2,2,7,83,8
4979,TFT7_Nilah,1,2,7,83,8
4980,TFT7_AquaticDragon,3,2,7,83,8
4981,TFT7_Zoe,2,2,7,83,8
4982,TFT7_Twitch,1,2,6,83,8
4983,TFT7_Sylas,3,2,6,83,8
4984,TFT7_Graves,1,2,6,83,8
4985,TFT7_Jayce,1,1,6,83,8
4986,TFT7_Pantheon,0,2,6,83,8
4987,TFT7_Bard,1,1,6,83,8
4988,TFT7_AoShin,3,1,6,83,8
4989,TFT7_Malphite,3,2,6,84,8
4990,TFT7_Taliyah,0,2,6,84,8
4991,TFT7_Sylas,3,2,6,84,8
4992,TFT7_Pantheon,3,1,6,84,8
4993,TFT7_Nilah,3,2,6,84,8
4994,TFT7_AquaticDragon,3,2,6,84,8
4995,TFT7_Yasuo,3,1,6,84,8
4996,TFT7_Sejuani,0,2,3,84,9
4997,TFT7_Zyra,3,2,3,84,9
4998,TFT7_Hecarim,3,2,3,84,9
4999,TFT7_Jayce,3,2,3,84,9
5000,TFT7_Bard,1,1,3,84,9
5001,TFT7_AurelionSol,3,2,3,84,9
5002,TFT7_Soraka,0,2,3,84,9
5003,TFT7_Jayce,0,2,3,84,9
5004,TFT7_Sejuani,0,2,8,84,8
5005,TFT7_Lillia,3,1,8,84,8
5006,TFT7_DragonGuild,3,2,8,84,8
5007,TFT7_DragonGuild,0,1,8,84,8
5008,TFT7_DragonEarth,3,1,8,84,8
5009,TFT7_Zyra,1,1,7,84,8
5010,TFT7_Sylas,2,2,7,84,8
5011,TFT7_Rakan,1,1,7,84,8
5012,TFT7_DragonGold,3,2,7,84,8
5013,TFT7_DragonPurple,3,2,7,84,8
5014,TFT7_Pantheon,3,2,7,84,8
5015,TFT7_Malphite,1,2,4,84,9
5016,TFT7_Taliyah,2,2,4,84,9
5017,TFT7_Zac,2,2,4,84,9
5018,TFT7_Zeri,1,2,4,84,9
5019,TFT7_Seraphine,2,2,4,84,9
5020,TFT7_Nilah,3,2,4,84,9
5021,TFT7_AquaticDragon,3,2,4,84,9
5022,TFT7_Zoe,3,2,4,84,9
5023,TFT7_Sett,1,2,5,84,8
5024,TFT7_Sejuani,1,2,5,84,8
5025,TFT7_Kaisa,1,2,5,84,8
5026,TFT7_Nunu,3,2,5,84,8
5027,TFT7_LeeSin,3,2,5,84,8
5028,TFT7b_Volibear,3,2,5,84,8
5029,TFT7_Hecarim,0,2,5,84,8
5030,TFT7_Yasuo,2,1,5,84,8
5031,TFT7_Sejuani,1,2,1,84,11
5032,TFT7_Twitch,0,2,1,84,11
5033,TFT7_DragonGuild,3,2,1,84,11
5034,TFT7_Xayah,3,2,1,84,11
5035,TFT7_Jayce,2,2,1,84,11
5036,TFT7_Bard,0,1,1,84,11
5037,TFT7_Shyvana,3,2,1,84,11
5038,TFT7_DragonGuild,0,2,1,84,11
5039,TFT7_Senna,1,1,2,84,4
5040,TFT7_Aphelios,3,2,2,84,4
5041,TFT7_Rell,3,1,2,84,4
5042,TFT7_Graves,3,3,2,84,4
5043,TFT7_Twitch,3,2,5,85,8
5044,TFT7_Rakan,1,2,5,85,8
5045,TFT7_Hecarim,1,2,5,85,8
5046,TFT7_Xayah,3,2,5,85,8
5047,TFT7_Jayce,3,1,5,85,8
5048,TFT7_Bard,0,2,5,85,8
5049,TFT7_Shyvana,2,1,5,85,8
5050,TFT7_Sejuani,0,1,8,85,8
5051,TFT7_Twitch,0,2,8,85,8
5052,TFT7_Varus,3,2,8,85,8
5053,TFT7_Rakan,1,2,8,85,8
5054,TFT7_Hecarim,0,1,8,85,8
5055,TFT7_DragonGold,3,2,8,85,8
5056,TFT7_Xayah,3,1,8,85,8
5057,TFT7_Jayce,2,2,1,85,10
5058,TFT7_DragonEarth,3,2,1,85,10
5059,TFT7_Bard,1,2,1,85,10
5060,TFT7_AoShin,3,2,1,85,10
5061,TFT7_Shyvana,3,2,1,85,10
5062,TFT7_AurelionSol,3,2,1,85,10
5063,TFT7_Senna,1,1,3,85,8
5064,TFT7_Aphelios,3,2,3,85,8
5065,TFT7_Aphelios,3,3,3,85,8
5066,TFT7_Rell,2,3,3,85,8
5067,TFT7_Rell,1,2,3,85,8
5068,TFT7_Zeri,0,2,3,85,8
5069,TFT7_Hecarim,1,1,3,85,8
5070,TFT7_Graves,3,2,3,85,8
5071,TFT7_Twitch,2,2,4,85,8
5072,TFT7_Rakan,1,2,4,85,8
5073,TFT7_Hecarim,3,2,4,85,8
5074,TFT7_Xayah,3,2,4,85,8
5075,TFT7_DragonEarth,3,2,4,85,8
5076,TFT7_Bard,1,1,4,85,8
5077,TFT7_Soraka,1,1,4,85,8
5078,TFT7_Twitch,1,1,7,85,8
5079,TFT7_Sylas,2,2,7,85,8
5080,TFT7_Jayce,3,1,7,85,8
5081,TFT7_AquaticDragon,2,2,7,85,8
5082,TFT7_Zoe,2,2,7,85,8
5083,TFT7_Shyvana,3,2,7,85,8
5084,TFT7_Nidalee,3,3,2,85,9
5085,TFT7_Gnar,2,2,2,85,9
5086,TFT7_DragonGreen,3,2,2,85,9
5087,TFT7_Jayce,3,1,2,85,9
5088,TFT7_Bard,0,1,2,85,9
5089,TFT7_Shyvana,3,1,2,85,9
5090,TFT7_Soraka,1,2,2,85,9
5091,TFT7_Zyra,0,2,6,85,8
5092,TFT7_Jax,0,2,6,85,8
5093,TFT7_Sylas,1,2,6,85,8
5094,TFT7_Seraphine,0,2,6,85,8
5095,TFT7_DragonPurple,2,2,6,85,8
5096,TFT7_Pantheon,3,2,6,85,8
5097,TFT7_Yasuo,2,1,6,85,8
5098,TFT7_Senna,1,1,2,86,9
5099,TFT7_Aphelios,3,2,2,86,9
5100,TFT7_Rell,2,2,2,86,9
5101,TFT7_Zeri,1,2,2,86,9
5102,TFT7_Rengar,1,2,2,86,9
5103,TFT7_NomsyCannoneer,3,2,2,86,9
5104,TFT7_Hecarim,0,2,2,86,9
5105,TFT7_Graves,3,2,2,86,9
5106,TFT7b_Tristana,0,2,2,86,9
5107,TFT7_Rakan,1,2,1,86,9
5108,TFT7_Seraphine,1,2,1,86,9
5109,TFT7_Hecarim,1,1,1,86,9
5110,TFT7_Zoe,1,1,1,86,9
5111,TFT7_DragonEarth,3,2,1,86,9
5112,TFT7_Bard,1,1,1,86,9
5113,TFT7_AurelionSol,3,2,1,86,9
5114,TFT7_Qiyana,0,1,8,86,8
5115,TFT7_Zeri,2,2,8,86,8
5116,TFT7_Rakan,0,2,8,86,8
5117,TFT7_Seraphine,0,2,8,86,8
5118,TFT7_DragonGold,3,1,8,86,8
5119,TFT7_Graves,3,1,8,86,8
5120,TFT7_Nilah,1,2,8,86,8
5121,TFT7_Zyra,1,2,6,86,8
5122,TFT7_Lillia,0,1,6,86,8
5123,TFT7_Sylas,1,2,6,86,8
5124,TFT7_DragonPurple,3,2,6,86,8
5125,TFT7_Pantheon,1,2,6,86,8
5126,TFT7_Zoe,1,1,6,86,8
5127,TFT7_Yasuo,3,2,6,86,8
5128,TFT7_Twitch,0,2,7,86,8
5129,TFT7_Rakan,1,2,7,86,8
5130,TFT7_Hecarim,0,1,7,86,8
5131,TFT7_Xayah,2,2,7,86,8
5132,TFT7_Jayce,3,2,7,86,8
5133,TFT7_Bard,0,1,7,86,8
5134,TFT7_Shyvana,1,1,7,86,8
5135,TFT7_Zyra,0,1,5,86,8
5136,TFT7_Lillia,0,2,5,86,8
5137,TFT7_Sylas,0,2,5,86,8
5138,TFT7_Diana,3,2,5,86,8
5139,TFT7_Olaf,3,2,5,86,8
5140,TFT7_Pantheon,3,2,5,86,8
5141,TFT7_Nilah,0,2,5,86,8
5142,TFT7_Zoe,0,1,5,86,8
5143,TFT7_Senna,1,1,3,86,8
5144,TFT7_Aphelios,1,2,3,86,8
5145,TFT7_Aphelios,3,2,3,86,8
5146,TFT7_Rell,3,2,3,86,8
5147,TFT7_Rell,3,2,3,86,8
5148,TFT7_Zeri,0,2,3,86,8
5149,TFT7_Hecarim,2,2,3,86,8
5150,TFT7_Graves,3,2,3,86,8
5151,TFT7_Sejuani,0,2,4,86,9
5152,TFT7_Twitch,0,1,4,86,9
5153,TFT7_Rakan,1,2,4,86,9
5154,TFT7_Hecarim,3,2,4,86,9
5155,TFT7_Xayah,1,2,4,86,9
5156,TFT7_Jayce,2,2,4,86,9
5157,TFT7_Shyvana,3,1,4,86,9
5158,TFT7_Soraka,0,2,4,86,9
5159,TFT7_Sejuani,0,2,4,87,9
5160,TFT7_Twitch,0,1,4,87,9
5161,TFT7_Rakan,0,2,4,87,9
5162,TFT7_Hecarim,3,2,4,87,9
5163,TFT7_Xayah,3,2,4,87,9
5164,TFT7_Jayce,3,2,4,87,9
5165,TFT7_Bard,0,1,4,87,9
5166,TFT7_Shyvana,2,2,4,87,9
5167,TFT7_Sejuani,1,2,8,87,8
5168,TFT7_Varus,0,2,8,87,8
5169,TFT7_DragonGuild,1,2,8,87,8
5170,TFT7_Xayah,3,1,8,87,8
5171,TFT7_Jayce,1,1,8,87,8
5172,TFT7_Shyvana,0,1,8,87,8
5173,TFT7_Sejuani,0,1,7,87,8
5174,TFT7_Senna,1,1,7,87,8
5175,TFT7_Aphelios,2,3,7,87,8
5176,TFT7_Rell,2,2,7,87,8
5177,TFT7_Rell,1,1,7,87,8
5178,TFT7_Zeri,0,1,7,87,8
5179,TFT7_Hecarim,3,2,7,87,8
5180,TFT7_Graves,3,2,7,87,8
5181,TFT7_Sett,0,2,2,87,10
5182,TFT7_Karma,0,2,2,87,10
5183,TFT7_Kaisa,1,2,2,87,10
5184,TFT7_Nunu,3,3,2,87,10
5185,TFT7_LeeSin,1,3,2,87,10
5186,TFT7b_Volibear,2,3,2,87,10
5187,TFT7_Hecarim,1,1,2,87,10
5188,TFT7_Yasuo,2,2,2,87,10
5189,TFT7_Bard,1,2,2,87,10
5190,TFT7_Soraka,0,2,2,87,10
5191,TFT7_Malphite,1,2,5,87,8
5192,TFT7_Sylas,2,2,5,87,8
5193,TFT7_Seraphine,1,2,5,87,8
5194,TFT7_Nilah,3,2,5,87,8
5195,TFT7_AquaticDragon,3,2,5,87,8
5196,TFT7_Zoe,2,1,5,87,8
5197,TFT7_Bard,0,1,5,87,8
5198,TFT7_Malphite,0,2,3,87,9
5199,TFT7_Taliyah,0,2,3,87,9
5200,TFT7_Lux,1,2,3,87,9
5201,TFT7_Sylas,3,2,3,87,9
5202,TFT7_Nilah,3,2,3,87,9
5203,TFT7_AquaticDragon,3,2,3,87,9
5204,TFT7_Zoe,3,2,3,87,9
5205,TFT7_Zoe,3,1,3,87,9
5206,TFT7_DragonGold,3,2,6,87,10
5207,TFT7_DragonBlue,1,1,6,87,10
5208,TFT7_Jayce,0,1,6,87,10
5209,TFT7_Yasuo,2,2,6,87,10
5210,TFT7_DragonEarth,2,1,6,87,10
5211,TFT7_Shyvana,3,2,6,87,10
5212,TFT7_Sejuani,1,2,1,87,9
5213,TFT7_Yone,0,1,1,87,9
5214,TFT7_Nunu,3,2,1,87,9
5215,TFT7_Hecarim,3,2,1,87,9
5216,TFT7_DragonBlue,3,2,1,87,9
5217,TFT7_Jayce,3,2,1,87,9
5218,TFT7_Yasuo,3,1,1,87,9
5219,TFT7_Bard,0,2,1,87,9
5220,TFT7_Sett,0,1,1,88,9
5221,TFT7_Karma,0,1,1,88,9
5222,TFT7_Kaisa,1,2,1,88,9
5223,TFT7_Lillia,0,1,1,88,9
5224,TFT7_Nunu,3,2,1,88,9
5225,TFT7_LeeSin,2,2,1,88,9
5226,TFT7b_Volibear,0,2,1,88,9
5227,TFT7_Zoe,1,2,1,88,9
5228,TFT7_Yasuo,3,2,1,88,9
5229,TFT7_Yone,0,2,3,88,8
5230,TFT7_Nunu,2,2,3,88,8
5231,TFT7_Hecarim,3,2,3,88,8
5232,TFT7_DragonBlue,3,2,3,88,8
5233,TFT7_Jayce,3,2,3,88,8
5234,TFT7_Shyvana,3,1,3,88,8
5235,TFT7_Malphite,1,2,8,88,8
5236,TFT7_Taliyah,0,1,8,88,8
5237,TFT7_Sylas,3,2,8,88,8
5238,TFT7_Rakan,0,2,8,88,8
5239,TFT7_Seraphine,2,2,8,88,8
5240,TFT7_AquaticDragon,3,2,8,88,8
5241,TFT7_Zoe,3,1,8,88,8
5242,TFT7_DragonGuild,0,1,2,88,10
5243,TFT7_Jayce,1,1,2,88,10
5244,TFT7_DragonEarth,3,2,2,88,10
5245,TFT7_Bard,1,1,2,88,10
5246,TFT7_AoShin,3,2,2,88,10
5247,TFT7_Shyvana,3,1,2,88,10
5248,TFT7_Rakan,3,1,6,88,9
5249,TFT7_DragonGold,3,2,6,88,9
5250,TFT7_DragonSwain,3,2,6,88,9
5251,TFT7_Shyvana,3,1,6,88,9
5252,TFT7_AurelionSol,3,1,6,88,9
5253,TFT7_Nasus,0,2,5,88,10
5254,TFT7_Jax,1,2,5,88,10
5255,TFT7b_Volibear,1,2,5,88,10
5256,TFT7_DragonGold,3,2,5,88,10
5257,TFT7_Pantheon,3,2,5,88,10
5258,TFT7_Zoe,3,2,5,88,10
5259,TFT7_Yasuo,3,2,5,88,10
5260,TFT7_DragonGold,0,2,5,88,10
5261,TFT7_Lillia,0,2,7,88,9
5262,TFT7_Braum,0,2,7,88,9
5263,TFT7_Sylas,1,1,7,88,9
5264,TFT7_Diana,1,1,7,88,9
5265,TFT7_Olaf,3,2,7,88,9
5266,TFT7_Hecarim,1,2,7,88,9
5267,TFT7_Pantheon,3,2,7,88,9
5268,TFT7_Nilah,2,2,7,88,9
5269,TFT7_Zoe,0,1,7,88,9
5270,TFT7_Senna,1,1,4,88,8
5271,TFT7_Aphelios,3,2,4,88,8
5272,TFT7_Rell,1,2,4,88,8
5273,TFT7_Zeri,1,2,4,88,8
5274,TFT7_NomsyCannoneer,1,1,4,88,8
5275,TFT7_Hecarim,2,1,4,88,8
5276,TFT7_Graves,3,2,4,88,8
5277,TFT7b_Tristana,0,1,4,88,8
5278,TFT7_Nunu,0,1,1,89,9
5279,TFT7_DragonGuild,1,1,1,89,9
5280,TFT7_DragonBlue,3,2,1,89,9
5281,TFT7_Jayce,2,2,1,89,9
5282,TFT7_Yasuo,3,2,1,89,9
5283,TFT7_Shyvana,3,2,1,89,9
5284,TFT7_LeeSin,0,2,5,89,8
5285,TFT7_Jayce,2,1,5,89,8
5286,TFT7_DragonEarth,3,1,5,89,8
5287,TFT7_Bard,1,2,5,89,8
5288,TFT7_AoShin,3,2,5,89,8
5289,TFT7_Soraka,0,1,5,89,8
5290,TFT7_Qiyana,0,2,6,89,8
5291,TFT7_Lillia,0,1,6,89,8
5292,TFT7_Braum,0,1,6,89,8
5293,TFT7_Sylas,0,2,6,89,8
5294,TFT7_Diana,3,1,6,89,8
5295,TFT7_Olaf,3,2,6,89,8
5296,TFT7_Pantheon,2,1,6,89,8
5297,TFT7_Bard,0,1,6,89,8
5298,TFT7_Braum,2,2,8,89,7
